0.000000E+0,-7.906144E-4,-8.939249E-4,6.269798E-5
9.765625E-5,-9.095961E-4,-7.638277E-4,-2.011280E-5
1.953125E-4,-8.192697E-4,-5.599887E-4,-4.606841E-5
2.929687E-4,-8.896620E-4,-4.982374E-4,-1.739925E-4
3.906250E-4,-6.205516E-4,-7.437218E-5,-4.020312E-4
4.882812E-4,-5.183893E-4,2.062062E-4,-4.520884E-4
5.859375E-4,-3.595394E-4,1.984124E-4,-5.435511E-4
6.835937E-4,-2.411807E-4,-1.343248E-4,-4.786620E-4
7.812500E-4,-4.183964E-5,-8.424259E-6,-3.359061E-4
8.789062E-4,-1.165925E-4,2.553674E-4,-3.359061E-4
9.765625E-4,9.084675E-5,3.231139E-4,-1.301152E-4
1.074219E-3,3.462525E-4,1.846233E-4,3.118045E-5
1.171875E-3,-6.800315E-5,4.193597E-5,-1.471773E-3
1.269531E-3,-8.529085E-4,-5.240171E-4,-3.357264E-3
1.367187E-3,1.905173E-4,3.008393E-3,-4.305262E-3
1.464844E-3,-4.830385E-3,3.696050E-3,-4.425770E-3
1.562500E-3,-2.582815E-3,2.374094E-3,2.496964E-3
1.660156E-3,4.714936E-3,-9.385619E-3,1.231808E-2
1.757812E-3,7.685740E-3,-1.447080E-2,2.508700E-2
1.855469E-3,1.307106E-2,8.028828E-3,3.250598E-2
1.953125E-3,1.319129E-2,1.482566E-2,1.968453E-2
2.050781E-3,1.187938E-2,-1.793307E-2,-4.748979E-3
2.148437E-3,3.870851E-3,-4.463778E-2,-1.952514E-2
2.246094E-3,3.411744E-3,-2.321730E-2,-2.146687E-2
2.343750E-3,3.366892E-3,-2.538938E-2,-1.674480E-2
2.441406E-3,-8.352492E-3,-4.282481E-2,-1.489145E-2
2.539062E-3,-1.824417E-2,-1.837612E-2,-3.435939E-2
2.636719E-3,-3.253692E-2,-1.873943E-2,-5.945848E-2
2.734375E-3,-4.420211E-2,-3.614009E-2,-5.994298E-2
2.832031E-3,-2.572818E-2,1.132742E-2,-4.343706E-2
2.929687E-3,1.835704E-3,9.580671E-2,-2.517605E-2
3.027344E-3,9.380139E-3,1.293676E-1,-3.364679E-3
3.125000E-3,5.446268E-3,9.354169E-2,3.713170E-3
3.222656E-3,-1.757388E-2,3.563103E-2,-8.121973E-3
3.320312E-3,-3.780949E-2,-1.130890E-2,-4.682854E-3
3.417969E-3,-4.594385E-2,-4.912703E-2,4.474962E-2
3.515625E-3,-3.441883E-2,-5.760374E-2,1.205042E-1
3.613281E-3,-1.017023E-2,1.319375E-2,1.885864E-1
3.710937E-3,1.512988E-2,1.132625E-1,1.988623E-1
